iteration,node_id,loss,accuracy,full_loss,full_accuracy
0,4,1.1002390675428437,0.642802155504234,"[2.1846615541272048, 1.4160368980430975, 1.1002390675428437]","[0.5465742879137798, 0.6458814472671286, 0.642802155504234]"
0,21,1.4810761656872062,0.43536404160475484,"[2.2455466957979424, 1.7635511270789213, 1.4810761656872062]","[0.312778603268945, 0.437592867756315, 0.43536404160475484]"
0,9,1.0981979228201366,0.6310679611650486,"[2.2543074062892368, 1.8943145189966475, 1.0981979228201366]","[0.34055265123226286, 0.4316654219566841, 0.6310679611650486]"
0,0,1.0629410409345859,0.6563944530046225,"[2.175984905987251, 1.36061710555379, 1.0629410409345859]","[0.561633281972265, 0.6640986132511556, 0.6563944530046225]"
0,24,1.5753013094266255,0.37378277153558054,"[2.2649990490504672, 1.9163118061565219, 1.5753013094266255]","[0.25842696629213485, 0.38352059925093634, 0.37378277153558054]"
0,8,1.074582272342273,0.6466165413533834,"[2.2500038828168596, 1.8504101094745455, 1.074582272342273]","[0.33909774436090223, 0.4473684210526316, 0.6466165413533834]"
0,26,1.5175455254177714,0.39243323442136496,"[2.252724337023358, 1.806506489598474, 1.5175455254177714]","[0.28338278931750743, 0.41097922848664686, 0.39243323442136496]"
0,25,1.5222082637077154,0.4133828996282528,"[2.249892789264058, 1.8361064167909844, 1.5222082637077154]","[0.29814126394052043, 0.41858736059479557, 0.4133828996282528]"
0,27,1.5132888999096183,0.4146884272997033,"[2.2504382632499516, 1.7772325526836306, 1.5132888999096183]","[0.29747774480712164, 0.4198813056379822, 0.4146884272997033]"
0,16,1.1417308378787268,0.6064227035100822,"[2.251519867352077, 1.9119569744382585, 1.1417308378787268]","[0.3166542195668409, 0.4167289021657954, 0.6064227035100822]"
0,7,1.1176485291549139,0.606581899775617,"[2.2443851005463373, 1.8314449020794459, 1.1176485291549139]","[0.34480179506357517, 0.4367988032909499, 0.606581899775617]"
