iteration,node_id,loss,accuracy,full_loss,full_accuracy
0,4,1.2687822712792292,0.4876977152899824,"[1.80351894431644, 1.4741502669122484, 1.2687822712792292]","[0.27855887521968364, 0.4086115992970123, 0.4876977152899824]"
0,21,1.3090947270393372,0.4765694076038904,"[1.7860666049851313, 1.417083700497945, 1.3090947270393372]","[0.2749778956675508, 0.4217506631299735, 0.4765694076038904]"
0,9,1.2236175669564142,0.4864154250657318,"[1.8071724706225925, 1.3931193484200373, 1.2236175669564142]","[0.26906222611744085, 0.44434706397896584, 0.4864154250657318]"
0,0,1.24358136455218,0.4933569530558016,"[1.8389062484105427, 1.4550577070977952, 1.24358136455218]","[0.2533215234720992, 0.4012400354295837, 0.4933569530558016]"
0,24,1.3756925529903836,0.42618629173989453,"[1.7957763075828552, 1.4930732515123155, 1.3756925529903836]","[0.27152899824253074, 0.38576449912126537, 0.42618629173989453]"
0,8,1.3288885951042175,0.4454303460514641,"[1.826475461324056, 1.4615712364514668, 1.3288885951042175]","[0.2732919254658385, 0.39840283939662824, 0.4454303460514641]"
0,26,1.262404355737898,0.47493403693931396,"[1.81087507141961, 1.4667098455958896, 1.262404355737898]","[0.24538258575197888, 0.38698328935795956, 0.47493403693931396]"
0,25,1.3546370731459723,0.44833625218914186,"[1.830841342608134, 1.4973832567532857, 1.3546370731459723]","[0.25569176882662, 0.3957968476357268, 0.44833625218914186]"
0,27,1.196522381570604,0.5092348284960422,"[1.7363007929590013, 1.3308247460259333, 1.196522381570604]","[0.31838170624450307, 0.46174142480211083, 0.5092348284960422]"
0,16,1.2233165734344058,0.5118733509234829,"[1.7802295684814453, 1.4278350406222873, 1.2233165734344058]","[0.27616534740545295, 0.3966578715919085, 0.5118733509234829]"
0,7,1.2093628181351557,0.49340369393139843,"[1.797943929831187, 1.4405918584929571, 1.2093628181351557]","[0.27088830255057167, 0.42656112576956906, 0.49340369393139843]"
0,10,1.2183655103047688,0.5119574844995571,"[1.7579437891642253, 1.3831728961732652, 1.2183655103047688]","[0.28786536758193093, 0.4136403897254207, 0.5119574844995571]"
0,15,1.1816309491793315,0.5446584938704028,"[1.7677595085567899, 1.4233522017796834, 1.1816309491793315]","[0.27933450087565675, 0.43782837127845886, 0.5446584938704028]"
0,17,1.3629179331991408,0.45382585751978893,"[1.7951995995309618, 1.4627638790342543, 1.3629179331991408]","[0.2497801231310466, 0.39313984168865435, 0.45382585751978893]"
0,23,1.303042385313246,0.4601063829787234,"[1.7706744737095303, 1.4864540762371488, 1.303042385313246]","[0.2854609929078014, 0.4051418439716312, 0.4601063829787234]"
0,20,1.2771265705426533,0.4844995571302037,"[1.7841194868087769, 1.4635996950997248, 1.2771265705426533]","[0.27989371124889284, 0.4162976085031001, 0.4844995571302037]"
0,11,1.2197098202175565,0.506631299734748,"[1.8005870183308919, 1.4697030584017436, 1.2197098202175565]","[0.27851458885941643, 0.39876215738284704, 0.506631299734748]"
0,28,1.3074366317854986,0.45607808340727596,"[1.8158302240901523, 1.4728449119461908, 1.3074366317854986]","[0.26353149955634425, 0.40017746228926354, 0.45607808340727596]"
0,3,1.2152975466516283,0.523936170212766,"[1.8375392489963107, 1.4494631754027472, 1.2152975466516283]","[0.25620567375886527, 0.37854609929078015, 0.523936170212766]"
0,12,1.169748412238227,0.5448943661971831,"[1.7773039672109816, 1.3778333332803514, 1.169748412238227]","[0.2834507042253521, 0.43838028169014087, 0.5448943661971831]"
0,5,1.1985740264256795,0.553415061295972,"[1.7968207332823012, 1.4304828842480977, 1.1985740264256795]","[0.29859894921190894, 0.44833625218914186, 0.553415061295972]"
0,18,1.2019665042559307,0.5217391304347826,"[1.8005229896969266, 1.3777711457676358, 1.2019665042559307]","[0.2626441881100266, 0.46938775510204084, 0.5217391304347826]"
0,19,1.2205308741993375,0.5083260297984225,"[1.7797351015938654, 1.4558359914355807, 1.2205308741993375]","[0.2813321647677476, 0.4101665205959685, 0.5083260297984225]"
0,1,1.2216130759980943,0.5172413793103449,"[1.8153366843859355, 1.451120482550727, 1.2216130759980943]","[0.2723253757736516, 0.41379310344827586, 0.5172413793103449]"
0,22,1.2545216414663527,0.48327464788732394,"[1.792156782415178, 1.432546767923567, 1.2545216414663527]","[0.2605633802816901, 0.40933098591549294, 0.48327464788732394]"
0,14,1.2128179735607572,0.5228471001757469,"[1.7341757549179926, 1.402034772766961, 1.2128179735607572]","[0.29086115992970124, 0.43321616871704743, 0.5228471001757469]"
0,2,1.2851721511946783,0.5061619718309859,"[1.8805232776535883, 1.5148876772986517, 1.2851721511946783]","[0.2244718309859155, 0.38204225352112675, 0.5061619718309859]"
0,6,1.2369452151987288,0.5013192612137203,"[1.8066070675849915, 1.4226481715838115, 1.2369452151987288]","[0.2832014072119613, 0.4230430958663149, 0.5013192612137203]"
0,29,1.269494417640898,0.4715162138475022,"[1.7828697495990329, 1.4660478697882757, 1.269494417640898]","[0.2822085889570552, 0.4136722173531989, 0.4715162138475022]"
0,13,1.2097382545471191,0.5141843971631206,"[1.76180852121777, 1.4149414896965027, 1.2097382545471191]","[0.2712765957446808, 0.4317375886524823, 0.5141843971631206]"
1,19,1.0493183036645253,0.5880806310254163,"[1.5508808824751112, 1.2762128247155085, 1.0493183036645253]","[0.3908851884312007, 0.4864154250657318, 0.5880806310254163]"
1,7,1.0807525912920635,0.565523306948109,"[1.517988257937961, 1.3060263527764215, 1.0807525912920635]","[0.39313984168865435, 0.4608619173262973, 0.565523306948109]"
1,15,1.0676769812901814,0.5928196147110333,"[1.5129053857591417, 1.2604550355010562, 1.0676769812901814]","[0.3949211908931699, 0.5157618213660246, 0.5928196147110333]"
1,26,1.123848193221622,0.5294635004397538,"[1.5081389016575284, 1.2997856934865315, 1.123848193221622]","[0.3579595426561126, 0.4441512752858399, 0.5294635004397538]"
1,17,1.122811797592375,0.5584872471416007,"[1.548970189359453, 1.3005705740716722, 1.122811797592375]","[0.3834652594547054, 0.47493403693931396, 0.5584872471416007]"
1,16,1.0738846063613892,0.5822339489885664,"[1.525753014617496, 1.2568494346406724, 1.0738846063613892]","[0.3940193491644679, 0.4916446789797713, 0.5822339489885664]"
1,1,1.104819741513994,0.5596816976127321,"[1.5339534613821242, 1.324733124838935, 1.104819741513994]","[0.3775419982316534, 0.46861184792219274, 0.5596816976127321]"
1,28,1.2194136778513591,0.4862466725820763,"[1.5804789927270677, 1.36714110771815, 1.2194136778513591]","[0.32653061224489793, 0.4383318544809228, 0.4862466725820763]"
1,4,1.1284216774834528,0.5527240773286467,"[1.5138883193333943, 1.3022555179066129, 1.1284216774834528]","[0.4121265377855888, 0.47451669595782076, 0.5527240773286467]"
1,24,1.2739444308810763,0.4710017574692443,"[1.5379676620165508, 1.3926200800471835, 1.2739444308810763]","[0.37609841827768015, 0.4200351493848858, 0.4710017574692443]"
1,8,1.193815420071284,0.518189884649512,"[1.5362230075730219, 1.2993453211254544, 1.193815420071284]","[0.3930789707187223, 0.47293700088731144, 0.518189884649512]"
1,27,1.1186530888080597,0.55584872471416,"[1.4465088380707636, 1.2641503148608737, 1.1186530888080597]","[0.42744063324538256, 0.4837291116974494, 0.55584872471416]"
1,10,1.046323064300749,0.5801594331266607,"[1.5057870480749342, 1.2705023487408955, 1.046323064300749]","[0.41186891054030117, 0.4720992028343667, 0.5801594331266607]"
