0,0.00015203368160159853
1,0.00011432263944763005
2,9.168909126289122e-05
3,8.368732656100465e-05
4,8.340390562608488e-05
5,9.440233474321219e-05
6,9.748932282829166e-05
7,0.00010011584868929507
8,0.00010180152226003659
9,0.00010234383391782401
10,0.00010505516311602957
11,0.00010226864377566939
12,9.79504300177897e-05
13,8.40513160234197e-05
14,6.398650536563596e-05
15,2.654720949656514e-05
16,1.1841816649321001e-05
17,8.016652896655957e-06
18,6.756669555374316e-06
19,6.173934880542338e-06
20,5.7725651338657406e-06
21,5.492849810078565e-06
22,5.249055547511541e-06
23,5.049832644309225e-06
24,4.884457840615824e-06
25,4.742570716870688e-06
26,4.611929186781405e-06
27,4.498643145435272e-06
28,4.396776511378734e-06
29,4.304864634567552e-06
30,4.218743502263163e-06
31,4.1384399840572605e-06
32,4.066219447113776e-06
33,3.999747755524863e-06
34,3.938032309148934e-06
35,3.878651204194166e-06
36,3.824661007808026e-06
37,3.7741176883581757e-06
38,3.726452071840656e-06
39,3.6816922287402323e-06
40,3.63998939486485e-06
41,3.601321336595423e-06
42,3.5652414178471036e-06
43,3.5309480614096638e-06
44,3.498381988521786e-06
45,3.4687355810477753e-06
46,3.439742044596654e-06
47,3.4135620042774334e-06
48,3.3882378792519456e-06
49,3.364092872004288e-06
